State_a,State,City,Population,Violent_crime,Murder_manslaughter,Rape,Robbery,Aggravated_assault,Property_crime,Burglary,Larceny_theft,Motor_vehicle_theft,Arson,city_state,longitude,latitude
TEXAS,texas,Brownsville,181590.00,473.00,1.00,,136.00,275.00,7838.00,1140.00,6441.00,257.00,9.00,"Brownsville,texas",-97.4974838,25.9017472
TEXAS,texas,Brownwood,18873.00,61.00,0.00,,7.00,43.00,828.00,155.00,647.00,26.00,0.00,"Brownwood,texas",-98.9911611,31.7093197
TEXAS,texas,Bryan,78578.00,358.00,2.00,,75.00,250.00,2311.00,539.00,1683.00,89.00,24.00,"Bryan,texas",-96.3699632,30.6743643
TEXAS,texas,Buda,10098.00,9.00,0.00,,3.00,5.00,252.00,17.00,221.00,14.00,0.00,"Buda,texas",-97.8428927,30.0817231
TEXAS,texas,Bullard,2638.00,1.00,0.00,,0.00,1.00,45.00,4.00,40.00,1.00,0.00,"Bullard,texas",-95.320229,32.1398804
TEXAS,texas,Bulverde,4783.00,5.00,0.00,,0.00,5.00,58.00,12.00,44.00,2.00,0.00,"Bulverde,texas",-98.4530729,29.7438332
TEXAS,texas,Burkburnett,10829.00,34.00,0.00,,2.00,26.00,311.00,75.00,228.00,8.00,0.00,"Burkburnett,texas",-98.5706134,34.0978711
TEXAS,texas,Burleson,39714.00,57.00,0.00,,10.00,37.00,1003.00,162.00,786.00,55.00,3.00,"Burleson,texas",-97.3208492,32.5420821
TEXAS,texas,Burnet,6075.00,26.00,0.00,,2.00,18.00,118.00,30.00,80.00,8.00,0.00,"Burnet,texas",-98.2283585,30.7582376
TEXAS,texas,Cactus,3241.00,21.00,0.00,,2.00,19.00,35.00,17.00,14.00,4.00,2.00,"Cactus,texas",-102.0023992,36.0522574
TEXAS,texas,Caddo Mills,1375.00,0.00,0.00,,0.00,0.00,39.00,18.00,17.00,4.00,0.00,"Caddo Mills,texas",-96.2277554,33.0656732
TEXAS,texas,Caldwell,4175.00,8.00,1.00,,0.00,7.00,25.00,1.00,22.00,2.00,0.00,"Caldwell,texas",-96.6930303,30.5313152
TEXAS,texas,Calvert,1177.00,5.00,0.00,,0.00,4.00,18.00,8.00,9.00,1.00,0.00,"Calvert,texas",-96.6738627,30.9779651
TEXAS,texas,Cameron,5367.00,17.00,0.00,,3.00,13.00,197.00,49.00,147.00,1.00,0.00,"Cameron,texas",-96.9769304,30.8532454
TEXAS,texas,Canyon,14026.00,16.00,0.00,,3.00,12.00,115.00,13.00,95.00,7.00,1.00,"Canyon,texas",-101.9188024,34.9803342
TEXAS,texas,Carrollton,127459.00,185.00,1.00,,73.00,105.00,2960.00,706.00,2048.00,206.00,10.00,"Carrollton,texas",-96.8899636,32.9756415
TEXAS,texas,Carthage,6918.00,40.00,0.00,,3.00,29.00,366.00,91.00,263.00,12.00,0.00,"Carthage,texas",-94.3374199,32.1573841
TEXAS,texas,Castle Hills,4273.00,6.00,0.00,,4.00,2.00,335.00,42.00,284.00,9.00,0.00,"Castle Hills,texas",-98.5164071,29.5232851
TEXAS,texas,Castroville,2754.00,5.00,0.00,,1.00,2.00,44.00,8.00,35.00,1.00,1.00,"Castroville,texas",-98.8786387,29.3557903
TEXAS,texas,Cedar Hill,46918.00,89.00,1.00,,34.00,45.00,1506.00,299.00,1137.00,70.00,5.00,"Cedar Hill,texas",-96.9561152,32.5884689
TEXAS,texas,Cedar Park,59948.00,69.00,0.00,,8.00,56.00,851.00,113.00,710.00,28.00,0.00,"Cedar Park,texas",-97.8202888,30.505198
TEXAS,texas,Celina,6786.00,7.00,1.00,,0.00,4.00,56.00,17.00,38.00,1.00,0.00,"Celina,texas",-96.7844417,33.3245586
TEXAS,texas,Center,5328.00,39.00,1.00,,4.00,32.00,235.00,39.00,183.00,13.00,2.00,"Center,texas",-94.1790862,31.7954512
TEXAS,texas,Chillicothe,697.00,0.00,0.00,,0.00,0.00,9.00,3.00,5.00,1.00,1.00,"Chillicothe,texas",-99.5167558,34.2564708
TEXAS,texas,Cibolo,21690.00,16.00,0.00,,3.00,10.00,233.00,44.00,181.00,8.00,1.00,"Cibolo,texas",-98.2269553,29.561618
TEXAS,texas,Cisco,3837.00,5.00,0.00,,0.00,4.00,189.00,67.00,119.00,3.00,2.00,"Cisco,texas",-98.9792336,32.3881861
TEXAS,texas,Clarksville,3229.00,33.00,0.00,,5.00,28.00,61.00,24.00,36.00,1.00,0.00,"Clarksville,texas",-95.052722,33.6106648
TEXAS,texas,Cleburne,29327.00,88.00,0.00,19.00,11.00,58.00,977.00,214.00,720.00,43.00,0.00,"Cleburne,texas",-97.3866837,32.3476438
TEXAS,texas,Cleveland,7635.00,69.00,0.00,,6.00,57.00,687.00,93.00,548.00,46.00,8.00,"Cleveland,texas",-95.0854885,30.34132
TEXAS,texas,Clifton,3411.00,2.00,0.00,,0.00,2.00,38.00,12.00,26.00,0.00,,"Clifton,texas",-97.5766862,31.7823798
TEXAS,texas,Clint,923.00,0.00,0.00,,0.00,0.00,8.00,0.00,7.00,1.00,0.00,"Clint,texas",-106.2241449,31.592337
TEXAS,texas,Clyde,3706.00,3.00,0.00,,0.00,3.00,59.00,21.00,36.00,2.00,1.00,"Clyde,texas",-99.4936912,32.4059605
TEXAS,texas,Cockrell Hill,4317.00,21.00,0.00,,8.00,11.00,105.00,31.00,62.00,12.00,2.00,"Cockrell Hill,texas",-96.8869481,32.7362421
TEXAS,texas,Coleman,4544.00,10.00,0.00,,0.00,10.00,183.00,94.00,85.00,4.00,1.00,"Coleman,texas",-99.4264532,31.8273679
TEXAS,texas,College Station,98919.00,379.00,0.00,,37.00,308.00,2230.00,432.00,1750.00,48.00,0.00,"College Station,texas",-96.3344068,30.627977
TEXAS,texas,Colleyville,24289.00,9.00,0.00,,4.00,5.00,174.00,39.00,131.00,4.00,0.00,"Colleyville,texas",-97.155012,32.8809603
TEXAS,texas,Collinsville,1631.00,1.00,0.00,,0.00,1.00,19.00,11.00,8.00,0.00,0.00,"Collinsville,texas",-96.9111138,33.5614982
TEXAS,texas,Colorado City,4084.00,34.00,0.00,,1.00,33.00,125.00,43.00,79.00,3.00,0.00,"Colorado City,texas",-100.8645576,32.3881745
TEXAS,texas,Columbus,3611.00,6.00,1.00,,0.00,5.00,101.00,14.00,80.00,7.00,1.00,"Columbus,texas",-96.5396933,29.7066232
TEXAS,texas,Comanche,4234.00,19.00,0.00,,0.00,18.00,135.00,33.00,102.00,0.00,0.00,"Comanche,texas",-98.6036581,31.8973693
TEXAS,texas,Combes,3035.00,3.00,0.00,,0.00,2.00,33.00,10.00,20.00,3.00,0.00,"Combes,texas",-97.7338816,26.2486851
TEXAS,texas,Commerce,8267.00,28.00,0.00,,7.00,12.00,212.00,61.00,138.00,13.00,1.00,"Commerce,texas",-95.8999656,33.2470567
TEXAS,texas,Conroe,62962.00,216.00,1.00,29.00,60.00,126.00,2071.00,416.00,1550.00,105.00,1.00,"Conroe,texas",-95.4560512,30.3118769
TEXAS,texas,Converse,20115.00,124.00,0.00,,9.00,105.00,460.00,69.00,368.00,23.00,4.00,"Converse,texas",-98.3161241,29.5180081
TEXAS,texas,Coppell,40449.00,17.00,0.00,,2.00,12.00,580.00,100.00,450.00,30.00,1.00,"Coppell,texas",-97.0150078,32.9545687
TEXAS,texas,Copperas Cove,33780.00,95.00,0.00,,18.00,63.00,1127.00,243.00,863.00,21.00,10.00,"Copperas Cove,texas",-97.9030785,31.124062
TEXAS,texas,Corinth,20692.00,14.00,0.00,,4.00,7.00,230.00,38.00,179.00,13.00,0.00,"Corinth,texas",-97.0647322,33.1540091
TEXAS,texas,Corpus Christi,314523.00,1939.00,18.00,,390.00,1384.00,14601.00,2595.00,11519.00,487.00,46.00,"Corpus Christi,texas",-97.396381,27.8005828
TEXAS,texas,Corrigan,1559.00,6.00,0.00,,0.00,5.00,62.00,14.00,45.00,3.00,0.00,"Corrigan,texas",-94.8271527,30.9968565
TEXAS,texas,Corsicana,23940.00,121.00,1.00,,25.00,72.00,1209.00,303.00,879.00,27.00,2.00,"Corsicana,texas",-96.4688727,32.0954304
TEXAS,texas,Crandall,3016.00,7.00,0.00,,0.00,7.00,54.00,22.00,27.00,5.00,1.00,"Crandall,texas",-96.4558196,32.6279113
TEXAS,texas,Crane,3563.00,5.00,0.00,,0.00,3.00,9.00,1.00,6.00,2.00,0.00,"Crane,texas",-102.3501419,31.3973624
TEXAS,texas,Crockett,6595.00,25.00,0.00,,3.00,22.00,310.00,56.00,249.00,5.00,1.00,"Crockett,texas",-95.4566136,31.3182359
TEXAS,texas,Crosbyton,1758.00,3.00,1.00,,0.00,0.00,27.00,8.00,19.00,0.00,0.00,"Crosbyton,texas",-101.2379276,33.6600847
TEXAS,texas,Crowell,921.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Crowell,texas",-99.7248158,33.983973
TEXAS,texas,Crowley,13804.00,14.00,1.00,,4.00,9.00,360.00,89.00,256.00,15.00,0.00,"Crowley,texas",-97.3625172,32.5790251
TEXAS,texas,Cuero,7011.00,83.00,0.00,,1.00,75.00,261.00,49.00,207.00,5.00,0.00,"Cuero,texas",-97.2891568,29.0938652
TEXAS,texas,Cumby,789.00,2.00,0.00,,0.00,2.00,7.00,2.00,2.00,3.00,1.00,"Cumby,texas",-95.8394083,33.1373366
TEXAS,texas,Daingerfield,2513.00,10.00,0.00,,1.00,9.00,140.00,34.00,104.00,2.00,2.00,"Daingerfield,texas",-94.7218731,33.031793
TEXAS,texas,Dalhart,8340.00,53.00,0.00,,0.00,51.00,174.00,49.00,121.00,4.00,0.00,"Dalhart,texas",-102.5132497,36.0594772
TEXAS,texas,Dallas,1255015.00,8330.00,143.00,,4202.00,3442.00,52274.00,14516.00,30374.00,7384.00,455.00,"Dallas,texas",-96.7969879,32.7766642
TEXAS,texas,Dalworthington Gardens,2337.00,1.00,0.00,,1.00,0.00,37.00,10.00,17.00,10.00,0.00,"Dalworthington Gardens,texas",-97.155289,32.7029102
TEXAS,texas,Danbury,1730.00,1.00,0.00,,0.00,0.00,8.00,4.00,4.00,0.00,0.00,"Danbury,texas",-95.3449365,29.2282966
TEXAS,texas,Dayton,7361.00,24.00,0.00,,4.00,16.00,224.00,55.00,142.00,27.00,,"Dayton,texas",-94.8852026,30.0466051
TEXAS,texas,Decatur,6244.00,17.00,0.00,,6.00,7.00,291.00,10.00,267.00,14.00,0.00,"Decatur,texas",-97.5861393,33.2342834
TEXAS,texas,De Kalb,1663.00,4.00,0.00,,0.00,4.00,54.00,25.00,26.00,3.00,0.00,"De Kalb,texas",-94.616319,33.5087256
TEXAS,texas,De Leon,2205.00,4.00,0.00,,0.00,4.00,46.00,16.00,29.00,1.00,0.00,"De Leon,texas",-98.5358825,32.1109743
TEXAS,texas,Del Rio,35499.00,72.00,0.00,,14.00,58.00,768.00,119.00,632.00,17.00,2.00,"Del Rio,texas",-100.8958674,29.3708857
TEXAS,texas,Denison,22652.00,94.00,4.00,11.00,15.00,64.00,844.00,145.00,646.00,53.00,0.00,"Denison,texas",-96.536658,33.7556593
TEXAS,texas,Denton,123260.00,338.00,1.00,93.00,52.00,192.00,2777.00,472.00,2203.00,102.00,17.00,"Denton,texas",-97.1330683,33.2148412
TEXAS,texas,Denver City,4625.00,5.00,1.00,,0.00,2.00,76.00,30.00,39.00,7.00,1.00,"Denver City,texas",-102.8290963,32.9645475
TEXAS,texas,Desoto,51703.00,179.00,5.00,,64.00,96.00,1727.00,475.00,1174.00,78.00,4.00,"Desoto,texas",-96.8570738,32.5896998
TEXAS,texas,Diboll,5390.00,6.00,0.00,,0.00,2.00,75.00,17.00,57.00,1.00,0.00,"Diboll,texas",-94.7810412,31.1871319
TEXAS,texas,Dickinson,19204.00,37.00,1.00,,7.00,26.00,592.00,159.00,393.00,40.00,1.00,"Dickinson,texas",-95.0513172,29.4607876
TEXAS,texas,Dilley,4023.00,6.00,0.00,,1.00,5.00,81.00,30.00,46.00,5.00,2.00,"Dilley,texas",-99.1705887,28.6674802
TEXAS,texas,Dimmitt,4500.00,15.00,0.00,,2.00,13.00,138.00,47.00,80.00,11.00,0.00,"Dimmitt,texas",-102.3118607,34.5509028
TEXAS,texas,Donna,16320.00,154.00,0.00,,19.00,132.00,1068.00,267.00,727.00,74.00,2.00,"Donna,texas",-98.05195,26.1703525
TEXAS,texas,Double Oak,2993.00,1.00,0.00,,0.00,1.00,19.00,4.00,14.00,1.00,0.00,"Double Oak,texas",-97.1105669,33.065122
TEXAS,texas,Driscoll,751.00,1.00,0.00,,0.00,1.00,3.00,2.00,1.00,0.00,0.00,"Driscoll,texas",-97.7486072,27.6744741
TEXAS,texas,Dublin,3710.00,2.00,0.00,,0.00,2.00,75.00,24.00,48.00,3.00,1.00,"Dublin,texas",-98.3419882,32.085143
TEXAS,texas,Dumas,15074.00,50.00,1.00,,3.00,36.00,328.00,53.00,260.00,15.00,7.00,"Dumas,texas",-101.9732236,35.8653789
TEXAS,texas,Duncanville,39811.00,146.00,1.00,,96.00,42.00,1358.00,322.00,892.00,144.00,3.00,"Duncanville,texas",-96.9083366,32.6518004
TEXAS,texas,Eagle Pass,27578.00,29.00,2.00,,3.00,24.00,870.00,171.00,688.00,11.00,1.00,"Eagle Pass,texas",-100.4995214,28.7091433
TEXAS,texas,Early,2785.00,27.00,0.00,,1.00,23.00,65.00,17.00,48.00,0.00,0.00,"Early,texas",-98.9456052,31.742096
TEXAS,texas,Eastland,3912.00,9.00,0.00,,1.00,8.00,154.00,33.00,117.00,4.00,0.00,"Eastland,texas",-98.8175623,32.4015198
TEXAS,texas,East Mountain,801.00,5.00,0.00,,0.00,5.00,13.00,11.00,1.00,1.00,0.00,"East Mountain,texas",-94.8554918,32.5937539
TEXAS,texas,Edcouch,3213.00,9.00,0.00,,1.00,7.00,87.00,38.00,48.00,1.00,2.00,"Edcouch,texas",-97.9605574,26.2939604
TEXAS,texas,Edinburg,82271.00,277.00,1.00,,50.00,196.00,4292.00,738.00,3299.00,255.00,8.00,"Edinburg,texas",-98.1633432,26.3017374
TEXAS,texas,Edna,5598.00,12.00,1.00,2.00,1.00,8.00,130.00,16.00,112.00,2.00,0.00,"Edna,texas",-96.6460877,28.9785947
TEXAS,texas,El Campo,11525.00,54.00,0.00,,7.00,40.00,330.00,52.00,269.00,9.00,1.00,"El Campo,texas",-96.2696867,29.1966405
TEXAS,texas,Electra,2762.00,5.00,0.00,,1.00,3.00,35.00,13.00,20.00,2.00,0.00,"Electra,texas",-98.9189575,34.0292588
TEXAS,texas,Elgin,8259.00,21.00,1.00,,1.00,17.00,164.00,50.00,103.00,11.00,0.00,"Elgin,texas",-97.3702735,30.3496528
TEXAS,texas,El Paso,679700.00,2522.00,10.00,,457.00,1879.00,15558.00,1771.00,12993.00,794.00,73.00,"El Paso,texas",-106.4850217,31.7618778
TEXAS,texas,Elsa,6493.00,18.00,0.00,,2.00,16.00,286.00,62.00,208.00,16.00,3.00,"Elsa,texas",-97.9930588,26.2934048
TEXAS,texas,Ennis,18679.00,61.00,0.00,,9.00,51.00,723.00,123.00,578.00,22.00,5.00,"Ennis,texas",-96.6252679,32.3293111
TEXAS,texas,Euless,53236.00,89.00,0.00,,39.00,46.00,1568.00,252.00,1177.00,139.00,6.00,"Euless,texas",-97.0819541,32.8370727
TEXAS,texas,Everman,6276.00,26.00,0.00,,3.00,23.00,185.00,55.00,121.00,9.00,0.00,"Everman,texas",-97.2891817,32.630968
TEXAS,texas,Fairfield,2874.00,4.00,0.00,,0.00,4.00,30.00,10.00,18.00,2.00,0.00,"Fairfield,texas",-96.1652481,31.7246128
TEXAS,texas,Fair Oaks Ranch,6437.00,1.00,0.00,,0.00,1.00,30.00,15.00,13.00,2.00,0.00,"Fair Oaks Ranch,texas",-98.6325611,29.7555579
TEXAS,texas,Falfurrias,4919.00,9.00,1.00,,1.00,7.00,109.00,53.00,56.00,0.00,0.00,"Falfurrias,texas",-98.1441714,27.2269872
TEXAS,texas,Farmers Branch,29609.00,65.00,0.00,,26.00,29.00,1055.00,200.00,749.00,106.00,3.00,"Farmers Branch,texas",-96.8961151,32.9265137
TEXAS,texas,Farmersville,3448.00,7.00,0.00,,0.00,5.00,120.00,30.00,86.00,4.00,0.00,"Farmersville,texas",-96.3599821,33.1634493
TEXAS,texas,Farwell,1347.00,3.00,0.00,,1.00,2.00,14.00,1.00,12.00,1.00,0.00,"Farwell,texas",-103.0380016,34.383409
TEXAS,texas,Ferris,2498.00,11.00,1.00,,1.00,6.00,59.00,14.00,41.00,4.00,0.00,"Ferris,texas",-96.6655488,32.5340262
TEXAS,texas,Flatonia,1398.00,2.00,0.00,,0.00,1.00,14.00,1.00,11.00,2.00,0.00,"Flatonia,texas",-97.1085972,29.6877325
TEXAS,texas,Florence,1213.00,0.00,0.00,,0.00,0.00,5.00,0.00,5.00,0.00,0.00,"Florence,texas",-97.7936268,30.8412954
TEXAS,texas,Floresville,6882.00,13.00,0.00,,0.00,13.00,273.00,38.00,221.00,14.00,0.00,"Floresville,texas",-98.1561192,29.1335781
TEXAS,texas,Flower Mound,68835.00,39.00,1.00,2.00,5.00,31.00,491.00,86.00,384.00,21.00,5.00,"Flower Mound,texas",-97.0969552,33.0145673
TEXAS,texas,Floydada,2991.00,11.00,0.00,,0.00,10.00,60.00,27.00,31.00,2.00,0.00,"Floydada,texas",-101.3376574,33.9845232
TEXAS,texas,Forney,16257.00,19.00,0.00,4.00,2.00,13.00,308.00,91.00,184.00,33.00,1.00,"Forney,texas",-96.4719312,32.7481845
TEXAS,texas,Fort Stockton,8357.00,58.00,0.00,,3.00,40.00,316.00,68.00,242.00,6.00,0.00,"Fort Stockton,texas",-102.8793222,30.8940431
TEXAS,texas,Fort Worth,789035.00,4420.00,48.00,523.00,1256.00,2593.00,34272.00,8316.00,23557.00,2399.00,155.00,"Fort Worth,texas",-97.3307658,32.7554883
TEXAS,texas,Frankston,1229.00,3.00,0.00,,2.00,1.00,47.00,15.00,31.00,1.00,0.00,"Frankston,texas",-95.5063456,32.0526614
TEXAS,texas,Fredericksburg,10768.00,9.00,0.00,,3.00,6.00,255.00,57.00,195.00,3.00,0.00,"Fredericksburg,texas",-98.8719843,30.2752011
TEXAS,texas,Freeport,12090.00,28.00,0.00,,8.00,18.00,469.00,122.00,323.00,24.00,3.00,"Freeport,texas",-95.3596617,28.9541368
TEXAS,texas,Freer,2769.00,28.00,0.00,,5.00,22.00,88.00,25.00,61.00,2.00,1.00,"Freer,texas",-98.6177929,27.8827965
TEXAS,texas,Friendswood,37226.00,11.00,0.00,,2.00,8.00,418.00,88.00,313.00,17.00,0.00,"Friendswood,texas",-95.2010447,29.5293998
TEXAS,texas,Friona,4066.00,1.00,0.00,,0.00,1.00,21.00,8.00,12.00,1.00,0.00,"Friona,texas",-102.7241047,34.641734
TEXAS,texas,Frisco,131769.00,100.00,0.00,21.00,22.00,57.00,2507.00,374.00,2075.00,58.00,15.00,"Frisco,texas",-96.8236116,33.1506744
TEXAS,texas,Fulton,1417.00,3.00,0.00,,2.00,1.00,55.00,25.00,28.00,2.00,0.00,"Fulton,texas",-97.041269,28.0627317
TEXAS,texas,Gainesville,16089.00,89.00,2.00,,14.00,64.00,898.00,197.00,642.00,59.00,5.00,"Gainesville,texas",-97.1333453,33.6259414
TEXAS,texas,Galena Park,11097.00,18.00,0.00,,8.00,4.00,232.00,59.00,146.00,27.00,1.00,"Galena Park,texas",-95.2302123,29.7335616
TEXAS,texas,Galveston,48067.00,236.00,3.00,,93.00,84.00,2335.00,439.00,1707.00,189.00,6.00,"Galveston,texas",-94.7976958,29.3013479
TEXAS,texas,Garden Ridge,3573.00,1.00,0.00,,0.00,1.00,29.00,9.00,20.00,0.00,0.00,"Garden Ridge,texas",-98.3052907,29.6346708
TEXAS,texas,Garland,235683.00,514.00,6.00,,237.00,218.00,8371.00,2053.00,5671.00,647.00,30.00,"Garland,texas",-96.6388833,32.912624
TEXAS,texas,Gatesville,16072.00,22.00,0.00,,3.00,15.00,161.00,39.00,109.00,13.00,1.00,"Gatesville,texas",-97.743911,31.4351645
TEXAS,texas,Georgetown,53844.00,71.00,1.00,17.00,7.00,46.00,767.00,93.00,642.00,32.00,1.00,"Georgetown,texas",-97.6779842,30.6332618
TEXAS,texas,Giddings,4912.00,15.00,0.00,,1.00,7.00,167.00,35.00,129.00,3.00,0.00,"Giddings,texas",-96.936371,30.1827159
TEXAS,texas,Gilmer,5104.00,36.00,1.00,,2.00,31.00,205.00,22.00,172.00,11.00,0.00,"Gilmer,texas",-94.9424379,32.7287472
TEXAS,texas,Gladewater,6503.00,43.00,0.00,,7.00,34.00,312.00,70.00,224.00,18.00,0.00,"Gladewater,texas",-94.9427168,32.5365333
TEXAS,texas,Glenn Heights,11853.00,30.00,0.00,,4.00,25.00,262.00,105.00,144.00,13.00,1.00,"Glenn Heights,texas",-96.8566667,32.5487479
TEXAS,texas,Godley,1035.00,2.00,0.00,,0.00,2.00,18.00,7.00,11.00,0.00,0.00,"Godley,texas",-97.5266886,32.449029
TEXAS,texas,Gonzales,7324.00,105.00,1.00,,6.00,82.00,329.00,69.00,255.00,5.00,0.00,"Gonzales,texas",-97.4524926,29.5016257
TEXAS,texas,Gorman,1071.00,3.00,0.00,,0.00,3.00,43.00,18.00,23.00,2.00,1.00,"Gorman,texas",-98.6706106,32.2137484
TEXAS,texas,Graham,8773.00,18.00,0.00,,2.00,14.00,386.00,79.00,293.00,14.00,1.00,"Graham,texas",-98.589502,33.1070597
TEXAS,texas,Granbury,8464.00,21.00,0.00,,0.00,13.00,589.00,58.00,518.00,13.00,0.00,"Granbury,texas",-97.7941967,32.4420826
TEXAS,texas,Grand Prairie,183822.00,511.00,11.00,,155.00,291.00,5158.00,1120.00,3448.00,590.00,16.00,"Grand Prairie,texas",-96.9977846,32.7459645
TEXAS,texas,Grand Saline,3114.00,2.00,0.00,,0.00,2.00,76.00,21.00,55.00,0.00,0.00,"Grand Saline,texas",-95.7094069,32.6734636
TEXAS,texas,Granger,1501.00,1.00,0.00,,0.00,1.00,4.00,2.00,2.00,0.00,0.00,"Granger,texas",-97.44278,30.7176929
TEXAS,texas,Granite Shoals,4945.00,7.00,1.00,,0.00,5.00,54.00,16.00,29.00,9.00,2.00,"Granite Shoals,texas",-98.3816672,30.5869512
TEXAS,texas,Grapeland,1439.00,2.00,0.00,,0.00,2.00,26.00,10.00,16.00,0.00,0.00,"Grapeland,texas",-95.4785606,31.491845
TEXAS,texas,Grapevine,49075.00,88.00,1.00,,20.00,60.00,1554.00,182.00,1270.00,102.00,2.00,"Grapevine,texas",-97.0780654,32.9342919
TEXAS,texas,Greenville,25895.00,204.00,0.00,,56.00,133.00,1279.00,266.00,948.00,65.00,5.00,"Greenville,texas",-96.1108066,33.1384488
TEXAS,texas,Gregory,1914.00,2.00,0.00,,1.00,0.00,28.00,9.00,16.00,3.00,0.00,"Gregory,texas",-97.2899915,27.9222444
TEXAS,texas,Groesbeck,4348.00,2.00,0.00,,0.00,2.00,53.00,15.00,35.00,3.00,0.00,"Groesbeck,texas",-96.5338693,31.5243379
TEXAS,texas,Groves,15725.00,79.00,0.00,,17.00,54.00,523.00,130.00,364.00,29.00,0.00,"Groves,texas",-93.9171155,29.9482695
TEXAS,texas,Gun Barrel City,5785.00,12.00,1.00,,0.00,10.00,199.00,50.00,134.00,15.00,0.00,"Gun Barrel City,texas",-96.1513627,32.3345888
TEXAS,texas,Hale Center,2246.00,5.00,0.00,,0.00,5.00,62.00,35.00,26.00,1.00,1.00,"Hale Center,texas",-101.8437866,34.0642436
TEXAS,texas,Hallettsville,2592.00,17.00,0.00,,2.00,14.00,61.00,15.00,42.00,4.00,0.00,"Hallettsville,texas",-96.9410929,29.4438528
TEXAS,texas,Hallsville,3924.00,8.00,0.00,,0.00,8.00,46.00,12.00,32.00,2.00,0.00,"Hallsville,texas",-94.5740934,32.504316
TEXAS,texas,Haltom City,43676.00,110.00,2.00,,34.00,63.00,1455.00,391.00,943.00,121.00,7.00,"Haltom City,texas",-97.2691817,32.7995738
TEXAS,texas,Hamlin,2037.00,19.00,0.00,,0.00,19.00,48.00,12.00,34.00,2.00,1.00,"Hamlin,texas",-100.1264907,32.8848296
TEXAS,texas,Harker Heights,28125.00,90.00,0.00,,25.00,57.00,950.00,226.00,687.00,37.00,1.00,"Harker Heights,texas",-97.6597376,31.0835102
TEXAS,texas,Harlingen,65885.00,264.00,2.00,,59.00,182.00,2584.00,496.00,2012.00,76.00,11.00,"Harlingen,texas",-97.6961026,26.1906306
TEXAS,texas,Haskell,3323.00,3.00,0.00,,0.00,3.00,18.00,8.00,9.00,1.00,0.00,"Haskell,texas",-99.7337014,33.1576031
TEXAS,texas,Hawkins,1282.00,0.00,0.00,,0.00,0.00,47.00,16.00,27.00,4.00,0.00,"Hawkins,texas",-95.2041135,32.5884735
TEXAS,texas,Hawley,610.00,1.00,0.00,,0.00,1.00,17.00,9.00,6.00,2.00,0.00,"Hawley,texas",-99.8142586,32.6120643
TEXAS,texas,Hearne,4443.00,47.00,0.00,,3.00,43.00,114.00,31.00,81.00,2.00,1.00,"Hearne,texas",-96.5930258,30.8785238
TEXAS,texas,Heath,7733.00,1.00,0.00,0.00,0.00,1.00,55.00,5.00,49.00,1.00,0.00,"Heath,texas",-96.474987,32.8365147
TEXAS,texas,Hedwig Village,2643.00,6.00,0.00,,4.00,2.00,208.00,19.00,175.00,14.00,0.00,"Hedwig Village,texas",-95.5210511,29.7795549
TEXAS,texas,Helotes,8054.00,4.00,0.00,,2.00,1.00,116.00,19.00,94.00,3.00,0.00,"Helotes,texas",-98.6897451,29.5780056
TEXAS,texas,Hemphill,1200.00,1.00,0.00,,0.00,1.00,34.00,5.00,25.00,4.00,0.00,"Hemphill,texas",-93.846852,31.3407403
TEXAS,texas,Hempstead,6187.00,18.00,0.00,,8.00,10.00,219.00,72.00,134.00,13.00,0.00,"Hempstead,texas",-96.0782918,30.0974405
TEXAS,texas,Henderson,13837.00,96.00,1.00,2.00,12.00,81.00,647.00,77.00,545.00,25.00,2.00,"Henderson,texas",-94.7993802,32.1532156
TEXAS,texas,Hereford,15327.00,55.00,0.00,,9.00,40.00,474.00,173.00,283.00,18.00,2.00,"Hereford,texas",-102.3977036,34.8150622
TEXAS,texas,Hewitt,13944.00,14.00,2.00,,1.00,11.00,127.00,30.00,90.00,7.00,0.00,"Hewitt,texas",-97.1958377,31.4623902
TEXAS,texas,Hickory Creek,3493.00,7.00,0.00,,2.00,3.00,108.00,2.00,97.00,9.00,0.00,"Hickory Creek,texas",-97.0430647,33.1223429
TEXAS,texas,Highland Park,8900.00,5.00,0.00,1.00,3.00,1.00,160.00,33.00,116.00,11.00,0.00,"Highland Park,texas",-96.7919454,32.8334607
TEXAS,texas,Highland Village,15754.00,8.00,0.00,,0.00,8.00,112.00,12.00,99.00,1.00,0.00,"Highland Village,texas",-97.0466759,33.091788
TEXAS,texas,Hill Country Village,1016.00,0.00,0.00,,0.00,0.00,41.00,6.00,32.00,3.00,0.00,"Hill Country Village,texas",-98.4908512,29.5824497
TEXAS,texas,Hillsboro,8377.00,30.00,0.00,,5.00,24.00,343.00,50.00,282.00,11.00,1.00,"Hillsboro,texas",-97.1300061,32.0109886
TEXAS,texas,Hitchcock,7250.00,29.00,1.00,,4.00,21.00,234.00,82.00,129.00,23.00,0.00,"Hitchcock,texas",-95.0160368,29.3482905
TEXAS,texas,Hollywood Park,3168.00,0.00,0.00,,0.00,0.00,76.00,13.00,62.00,1.00,0.00,"Hollywood Park,texas",-98.48724,29.6005047
TEXAS,texas,Hondo,8925.00,22.00,0.00,,1.00,16.00,234.00,30.00,198.00,6.00,0.00,"Hondo,texas",-99.1414249,29.3474565
