State_a,State,City,Population,Violent_crime,Murder_manslaughter,Rape,Robbery,Aggravated_assault,Property_crime,Burglary,Larceny_theft,Motor_vehicle_theft,Arson,city_state,longitude,latitude
ALABAMA,alabama,Abbeville,2645.00,11.00,1.00,1.00,2.00,7.00,63.00,21.00,39.00,3.00,,"Abbeville,alabama",-85.2504893,31.5718352
ALABAMA,alabama,Adamsville,4481.00,19.00,1.00,0.00,7.00,11.00,321.00,58.00,252.00,11.00,,"Adamsville,alabama",-86.9561059,33.6009389
ALABAMA,alabama,Addison,744.00,1.00,0.00,1.00,0.00,0.00,25.00,6.00,17.00,2.00,,"Addison,alabama",-87.1814012,34.2023243
ALABAMA,alabama,Alabaster,31170.00,44.00,0.00,2.00,11.00,31.00,640.00,70.00,544.00,26.00,,"Alabaster,alabama",-86.8163773,33.2442813
ALABAMA,alabama,Alexander City,14692.00,119.00,2.00,16.00,12.00,89.00,661.00,121.00,510.00,30.00,,"Alexander City,alabama",-85.9538532,32.944012
ALABAMA,alabama,Aliceville,2419.00,7.00,0.00,0.00,2.00,5.00,48.00,16.00,26.00,6.00,,"Aliceville,alabama",-88.1514166,33.1295681
ALABAMA,alabama,Andalusia,9079.00,34.00,1.00,4.00,6.00,23.00,491.00,95.00,379.00,17.00,,"Andalusia,alabama",-86.4832913,31.3085039
ALABAMA,alabama,Anniston,22648.00,461.00,5.00,39.00,78.00,339.00,1988.00,770.00,1120.00,98.00,,"Anniston,alabama",-85.8316318,33.6598257
ALABAMA,alabama,Arab,8295.00,32.00,0.00,5.00,4.00,23.00,640.00,166.00,414.00,60.00,,"Arab,alabama",-86.4958219,34.3181497
ALABAMA,alabama,Ardmore,1304.00,2.00,0.00,0.00,0.00,2.00,31.00,7.00,23.00,1.00,,"Ardmore,alabama",-86.8396032,34.9840722
ALABAMA,alabama,Arley,353.00,3.00,0.00,0.00,0.00,3.00,27.00,12.00,11.00,4.00,,"Arley,alabama",-87.2122325,34.0789929
ALABAMA,alabama,Ashford,2177.00,2.00,0.00,0.00,0.00,2.00,54.00,8.00,46.00,0.00,,"Ashford,alabama",-85.236321,31.1829562
ALABAMA,alabama,Ashland,1926.00,9.00,0.00,0.00,1.00,8.00,63.00,24.00,35.00,4.00,,"Ashland,alabama",-85.8360741,33.2737256
ALABAMA,alabama,Ashville,2239.00,10.00,0.00,1.00,0.00,9.00,88.00,35.00,48.00,5.00,,"Ashville,alabama",-86.2544223,33.8370433
ALABAMA,alabama,Athens,23972.00,16.00,0.00,1.00,11.00,4.00,755.00,116.00,627.00,12.00,,"Athens,alabama",-86.9716741,34.8028661
ALABAMA,alabama,Atmore,10099.00,52.00,2.00,4.00,9.00,37.00,201.00,41.00,150.00,10.00,,"Atmore,alabama",-87.4938708,31.0237921
ALABAMA,alabama,Auburn,57970.00,115.00,2.00,6.00,35.00,72.00,1930.00,346.00,1514.00,70.00,,"Auburn,alabama",-85.4807825,32.6098566
ALABAMA,alabama,Bay Minette,8398.00,47.00,0.00,3.00,5.00,39.00,272.00,33.00,221.00,18.00,,"Bay Minette,alabama",-87.7730474,30.8829628
ALABAMA,alabama,Bear Creek,1059.00,4.00,0.00,0.00,0.00,4.00,12.00,2.00,8.00,2.00,,"Bear Creek,alabama",-87.7005833,34.2748197
ALABAMA,alabama,Bessemer,27240.00,527.00,3.00,15.00,161.00,348.00,3199.00,725.00,2265.00,209.00,,"Bessemer,alabama",-86.954437,33.4017766
ALABAMA,alabama,Birmingham,212001.00,2852.00,63.00,178.00,969.00,1642.00,14157.00,4018.00,8661.00,1478.00,,"Birmingham,alabama",-86.80249,33.5206608
ALABAMA,alabama,Blountsville,1697.00,6.00,0.00,3.00,0.00,3.00,71.00,14.00,49.00,8.00,,"Blountsville,alabama",-86.5911026,34.0814863
ALABAMA,alabama,Brent,4894.00,16.00,0.00,1.00,3.00,12.00,90.00,12.00,72.00,6.00,,"Brent,alabama",-87.1647184,32.9373463
ALABAMA,alabama,Brewton,5331.00,47.00,0.00,7.00,2.00,38.00,258.00,43.00,202.00,13.00,,"Brewton,alabama",-87.0721918,31.1051779
ALABAMA,alabama,Bridgeport,2389.00,13.00,0.00,1.00,0.00,12.00,6.00,0.00,6.00,0.00,,"Bridgeport,alabama",-85.7144155,34.9475807
ALABAMA,alabama,Brilliant,892.00,4.00,0.00,0.00,2.00,2.00,23.00,8.00,13.00,2.00,,"Brilliant,alabama",-87.7583574,34.0253797
ALABAMA,alabama,Butler,1850.00,6.00,0.00,0.00,1.00,5.00,40.00,15.00,22.00,3.00,,"Butler,alabama",-88.2219652,32.0895908
ALABAMA,alabama,Camp Hill,995.00,22.00,1.00,2.00,1.00,18.00,29.00,13.00,14.00,2.00,,"Camp Hill,alabama",-85.6535659,32.8004059
ALABAMA,alabama,Carbon Hill,1988.00,14.00,0.00,1.00,5.00,8.00,121.00,30.00,78.00,13.00,,"Carbon Hill,alabama",-87.5261236,33.8917742
ALABAMA,alabama,Cedar Bluff,1814.00,20.00,0.00,1.00,1.00,18.00,191.00,63.00,122.00,6.00,,"Cedar Bluff,alabama",-85.6077402,34.2200942
ALABAMA,alabama,Centre,3603.00,21.00,0.00,4.00,2.00,15.00,254.00,41.00,194.00,19.00,,"Centre,alabama",-85.6788531,34.1520406
ALABAMA,alabama,Centreville,2708.00,0.00,0.00,0.00,0.00,0.00,36.00,9.00,25.00,2.00,,"Centreville,alabama",-87.1386067,32.9445682
ALABAMA,alabama,Chickasaw,6001.00,53.00,0.00,5.00,13.00,35.00,401.00,152.00,230.00,19.00,,"Chickasaw,alabama",-88.0747222,30.7637991
ALABAMA,alabama,Childersburg,5111.00,1.00,0.00,0.00,1.00,0.00,104.00,42.00,59.00,3.00,0.00,"Childersburg,alabama",-86.3549774,33.2781686
ALABAMA,alabama,Citronelle,3881.00,22.00,2.00,0.00,2.00,18.00,169.00,45.00,106.00,18.00,,"Citronelle,alabama",-88.2280622,31.0907338
ALABAMA,alabama,Clanton,8682.00,52.00,0.00,2.00,10.00,40.00,597.00,66.00,512.00,19.00,,"Clanton,alabama",-86.6294262,32.8387371
ALABAMA,alabama,Clayton,2967.00,8.00,0.00,0.00,1.00,7.00,41.00,22.00,18.00,1.00,,"Clayton,alabama",-85.4496627,31.8782162
ALABAMA,alabama,Coaling,1677.00,10.00,0.00,0.00,1.00,9.00,92.00,22.00,63.00,7.00,,"Coaling,alabama",-87.340834,33.1590078
ALABAMA,alabama,Collinsville,1978.00,6.00,0.00,1.00,1.00,4.00,65.00,24.00,38.00,3.00,,"Collinsville,alabama",-85.8605251,34.2639821
ALABAMA,alabama,Cordova,2050.00,15.00,0.00,4.00,0.00,11.00,48.00,10.00,34.00,4.00,,"Cordova,alabama",-87.1833349,33.7598291
ALABAMA,alabama,Creola,1924.00,10.00,0.00,1.00,1.00,8.00,56.00,9.00,46.00,1.00,,"Creola,alabama",-88.0397213,30.8918509
ALABAMA,alabama,Crossville,1850.00,0.00,0.00,0.00,0.00,0.00,25.00,5.00,17.00,3.00,,"Crossville,alabama",-85.99414,34.2875925
ALABAMA,alabama,Cullman,14881.00,31.00,2.00,6.00,7.00,16.00,633.00,110.00,493.00,30.00,,"Cullman,alabama",-86.8436124,34.1748208
ALABAMA,alabama,Dadeville,3186.00,17.00,0.00,3.00,1.00,13.00,151.00,34.00,107.00,10.00,,"Dadeville,alabama",-85.7635692,32.831238
ALABAMA,alabama,Daleville,5260.00,17.00,0.00,5.00,1.00,11.00,103.00,25.00,64.00,14.00,,"Daleville,alabama",-85.7129908,31.3101719
ALABAMA,alabama,Daphne,23204.00,31.00,1.00,3.00,5.00,22.00,526.00,89.00,421.00,16.00,,"Daphne,alabama",-87.9036047,30.6035255
ALABAMA,alabama,Dauphin Island,1236.00,4.00,0.00,2.00,0.00,2.00,65.00,13.00,50.00,2.00,,"Dauphin Island,alabama",-88.1124155,30.2542565
ALABAMA,alabama,Decatur,56091.00,149.00,5.00,12.00,26.00,106.00,2553.00,569.00,1831.00,153.00,,"Decatur,alabama",-86.9833417,34.6059253
ALABAMA,alabama,Demopolis,7240.00,47.00,1.00,3.00,4.00,39.00,293.00,43.00,246.00,4.00,1.00,"Demopolis,alabama",-87.836402,32.5176361
ALABAMA,alabama,Dora,1992.00,21.00,0.00,6.00,1.00,14.00,127.00,32.00,80.00,15.00,,"Dora,alabama",-87.0902772,33.728717
ALABAMA,alabama,Dothan,67811.00,334.00,4.00,16.00,78.00,236.00,2502.00,591.00,1802.00,109.00,,"Dothan,alabama",-85.3904888,31.2232313
ALABAMA,alabama,Double Springs,1064.00,5.00,0.00,0.00,0.00,5.00,27.00,6.00,19.00,2.00,,"Double Springs,alabama",-87.4022386,34.1464916
ALABAMA,alabama,Douglas,762.00,1.00,0.00,0.00,0.00,1.00,61.00,21.00,37.00,3.00,,"Douglas,alabama",-86.3235926,34.1737065
ALABAMA,alabama,East Brewton,2437.00,22.00,0.00,1.00,0.00,21.00,60.00,18.00,36.00,6.00,,"East Brewton,alabama",-87.0627468,31.0932339
ALABAMA,alabama,Eclectic,1015.00,11.00,0.00,2.00,0.00,9.00,60.00,14.00,46.00,0.00,,"Eclectic,alabama",-86.0344079,32.6354093
ALABAMA,alabama,Elba,3955.00,29.00,0.00,4.00,6.00,19.00,157.00,46.00,108.00,3.00,,"Elba,alabama",-86.0677243,31.4146108
ALABAMA,alabama,Enterprise,28145.00,112.00,2.00,11.00,25.00,74.00,774.00,154.00,573.00,47.00,3.00,"Enterprise,alabama",-85.8552161,31.3151708
ALABAMA,alabama,Eufaula,12896.00,78.00,0.00,4.00,11.00,63.00,496.00,143.00,328.00,25.00,,"Eufaula,alabama",-85.1454876,31.8912717
ALABAMA,alabama,Eutaw,2871.00,46.00,0.00,2.00,4.00,40.00,77.00,19.00,54.00,4.00,,"Eutaw,alabama",-87.8875145,32.8406848
ALABAMA,alabama,Evergreen,3843.00,37.00,0.00,5.00,2.00,30.00,223.00,59.00,150.00,14.00,,"Evergreen,alabama",-86.9545924,31.4341907
ALABAMA,alabama,Fairfield,11003.00,181.00,4.00,12.00,67.00,98.00,1007.00,284.00,650.00,73.00,,"Fairfield,alabama",-86.9119366,33.4859402
ALABAMA,alabama,Fairhope,16847.00,40.00,0.00,6.00,6.00,28.00,678.00,144.00,515.00,19.00,,"Fairhope,alabama",-87.9033261,30.5229719
ALABAMA,alabama,Fayette,4530.00,11.00,0.00,1.00,2.00,8.00,66.00,7.00,51.00,8.00,,"Fayette,alabama",-87.8308522,33.6845539
ALABAMA,alabama,Flomaton,1423.00,9.00,0.00,4.00,1.00,4.00,49.00,14.00,32.00,3.00,,"Flomaton,alabama",-87.260807,31.000182
ALABAMA,alabama,Florala,1988.00,10.00,0.00,4.00,1.00,5.00,33.00,5.00,25.00,3.00,,"Florala,alabama",-86.3280018,31.00518
ALABAMA,alabama,Florence,39481.00,207.00,3.00,28.00,56.00,120.00,1807.00,324.00,1380.00,103.00,,"Florence,alabama",-87.677251,34.79981
ALABAMA,alabama,Foley,15615.00,55.00,0.00,4.00,10.00,41.00,789.00,111.00,656.00,22.00,,"Foley,alabama",-87.6835974,30.4065868
ALABAMA,alabama,Fyffe,1025.00,3.00,0.00,0.00,0.00,3.00,19.00,2.00,16.00,1.00,,"Fyffe,alabama",-85.9041395,34.446755
ALABAMA,alabama,Gadsden,36610.00,424.00,6.00,47.00,104.00,267.00,2934.00,830.00,1904.00,200.00,14.00,"Gadsden,alabama",-86.0066386,34.014264
ALABAMA,alabama,Gardendale,13830.00,53.00,1.00,2.00,7.00,43.00,664.00,103.00,546.00,15.00,,"Gardendale,alabama",-86.8127702,33.6601033
ALABAMA,alabama,Geneva,4501.00,13.00,0.00,2.00,2.00,9.00,150.00,47.00,93.00,10.00,,"Geneva,alabama",-85.8638242,31.0329572
ALABAMA,alabama,Georgiana,1666.00,12.00,0.00,0.00,0.00,12.00,57.00,17.00,36.00,4.00,,"Georgiana,alabama",-86.7419175,31.6371028
ALABAMA,alabama,Glencoe,5222.00,13.00,0.00,2.00,1.00,10.00,107.00,42.00,60.00,5.00,,"Glencoe,alabama",-85.9324698,33.957043
ALABAMA,alabama,Grant,915.00,4.00,0.00,0.00,0.00,4.00,51.00,17.00,30.00,4.00,,"Grant,alabama",-86.2533163,34.5286985
ALABAMA,alabama,Greenville,7820.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,"Greenville,alabama",-86.6177517,31.8295972
ALABAMA,alabama,Guin,2348.00,16.00,0.00,0.00,1.00,15.00,58.00,13.00,43.00,2.00,,"Guin,alabama",-87.9147494,33.9656594
ALABAMA,alabama,Gulf Shores,10233.00,51.00,0.00,4.00,5.00,42.00,649.00,97.00,531.00,21.00,,"Gulf Shores,alabama",-87.7008193,30.2460361
ALABAMA,alabama,Guntersville,8388.00,48.00,0.00,5.00,10.00,33.00,603.00,99.00,477.00,27.00,,"Guntersville,alabama",-86.2947041,34.3581473
ALABAMA,alabama,Gurley,794.00,4.00,0.00,2.00,0.00,2.00,26.00,8.00,16.00,2.00,,"Gurley,alabama",-86.3758201,34.7017558
ALABAMA,alabama,Hackleburg,1498.00,3.00,0.00,0.00,0.00,3.00,29.00,10.00,15.00,4.00,,"Hackleburg,alabama",-87.8286423,34.27732
ALABAMA,alabama,Hamilton,6546.00,12.00,0.00,1.00,1.00,10.00,124.00,29.00,86.00,9.00,,"Hamilton,alabama",-87.9886438,34.1423235
ALABAMA,alabama,Hanceville,3173.00,16.00,0.00,1.00,1.00,14.00,101.00,28.00,60.00,13.00,,"Hanceville,alabama",-86.767498,34.0606545
ALABAMA,alabama,Hartford,2653.00,13.00,0.00,0.00,1.00,12.00,84.00,17.00,64.00,3.00,,"Hartford,alabama",-85.6968778,31.1023998
ALABAMA,alabama,Hartselle,14563.00,19.00,0.00,0.00,4.00,15.00,360.00,63.00,277.00,20.00,,"Hartselle,alabama",-86.9352842,34.4434282
ALABAMA,alabama,Headland,4694.00,7.00,0.00,1.00,2.00,4.00,91.00,29.00,60.00,2.00,,"Headland,alabama",-85.3421559,31.351284
ALABAMA,alabama,Helena,17306.00,18.00,0.00,6.00,1.00,11.00,169.00,20.00,140.00,9.00,,"Helena,alabama",-86.8436004,33.296224
ALABAMA,alabama,Henagar,2343.00,3.00,0.00,0.00,0.00,3.00,46.00,14.00,25.00,7.00,,"Henagar,alabama",-85.7671936,34.635084
ALABAMA,alabama,Hokes Bluff,4361.00,3.00,0.00,0.00,0.00,3.00,35.00,11.00,17.00,7.00,,"Hokes Bluff,alabama",-85.8663574,33.9981546
ALABAMA,alabama,Hoover,84139.00,74.00,2.00,9.00,34.00,29.00,2596.00,344.00,2144.00,108.00,1.00,"Hoover,alabama",-86.8113781,33.4053867
ALABAMA,alabama,Hueytown,15956.00,26.00,1.00,3.00,2.00,20.00,646.00,116.00,502.00,28.00,,"Hueytown,alabama",-86.9966606,33.4512197
ALABAMA,alabama,Huntsville,184738.00,1507.00,24.00,87.00,391.00,1005.00,9216.00,1884.00,6629.00,703.00,,"Huntsville,alabama",-86.5861037,34.7303688
ALABAMA,alabama,Ider,718.00,5.00,0.00,2.00,0.00,3.00,38.00,12.00,22.00,4.00,,"Ider,alabama",-85.6808031,34.7142484
ALABAMA,alabama,Irondale,12452.00,46.00,0.00,5.00,12.00,29.00,463.00,116.00,312.00,35.00,,"Irondale,alabama",-86.7072102,33.5381601
ALABAMA,alabama,Jackson,5038.00,34.00,0.00,5.00,4.00,25.00,208.00,45.00,158.00,5.00,,"Jackson,alabama",-87.8944435,31.5090521
ALABAMA,alabama,Jacksonville,12385.00,35.00,0.00,3.00,10.00,22.00,589.00,137.00,439.00,13.00,,"Jacksonville,alabama",-85.7613536,33.8137125
ALABAMA,alabama,Jasper,14185.00,113.00,1.00,7.00,26.00,79.00,981.00,199.00,743.00,39.00,,"Jasper,alabama",-87.2775053,33.8312185
ALABAMA,alabama,Jemison,2601.00,13.00,2.00,1.00,1.00,9.00,131.00,31.00,98.00,2.00,,"Jemison,alabama",-86.7466522,32.9598451
ALABAMA,alabama,Kinsey,2228.00,2.00,0.00,0.00,1.00,1.00,25.00,10.00,14.00,1.00,,"Kinsey,alabama",-85.3443778,31.299063
ALABAMA,alabama,Lafayette,2982.00,19.00,0.00,4.00,1.00,14.00,70.00,15.00,48.00,7.00,,"Lafayette,alabama",-85.4011588,32.899776
ALABAMA,alabama,Lake View,2064.00,6.00,0.00,0.00,0.00,6.00,16.00,3.00,12.00,1.00,,"Lake View,alabama",-87.1374959,33.2806703
ALABAMA,alabama,Lanett,6424.00,75.00,1.00,4.00,13.00,57.00,473.00,138.00,300.00,35.00,,"Lanett,alabama",-85.1904971,32.8687391
ALABAMA,alabama,Leeds,11914.00,57.00,2.00,4.00,17.00,34.00,540.00,72.00,440.00,28.00,,"Leeds,alabama",-86.5444288,33.5481597
ALABAMA,alabama,Leesburg,1020.00,10.00,0.00,1.00,0.00,9.00,61.00,16.00,41.00,4.00,,"Leesburg,alabama",-85.7613554,34.1798177
ALABAMA,alabama,Leighton,724.00,8.00,0.00,4.00,1.00,3.00,27.00,15.00,12.00,0.00,,"Leighton,alabama",-87.5289151,34.700923
ALABAMA,alabama,Level Plains,2092.00,11.00,0.00,3.00,1.00,7.00,40.00,7.00,31.00,2.00,,"Level Plains,alabama",-85.7779914,31.2996162
ALABAMA,alabama,Lincoln,6365.00,31.00,2.00,5.00,5.00,19.00,374.00,97.00,244.00,33.00,,"Lincoln,alabama",-86.1183061,33.6131588
ALABAMA,alabama,Linden,2036.00,16.00,0.00,2.00,1.00,13.00,47.00,28.00,17.00,2.00,,"Linden,alabama",-87.7980665,32.3062534
ALABAMA,alabama,Livingston,3461.00,18.00,0.00,1.00,2.00,15.00,98.00,35.00,57.00,6.00,,"Livingston,alabama",-88.1872475,32.5843025
ALABAMA,alabama,Loxley,1694.00,17.00,0.00,2.00,2.00,13.00,170.00,40.00,108.00,22.00,,"Loxley,alabama",-87.7530454,30.6182476
ALABAMA,alabama,Luverne,2863.00,11.00,0.00,1.00,0.00,10.00,68.00,13.00,47.00,8.00,,"Luverne,alabama",-86.2638492,31.7165455
ALABAMA,alabama,Madison,45540.00,133.00,2.00,17.00,27.00,87.00,1200.00,214.00,947.00,39.00,,"Madison,alabama",-86.7483318,34.6992579
ALABAMA,alabama,Maplesville,706.00,4.00,0.00,1.00,0.00,3.00,36.00,12.00,22.00,2.00,,"Maplesville,alabama",-86.8716549,32.7884608
ALABAMA,alabama,Margaret,4484.00,4.00,0.00,1.00,0.00,3.00,28.00,14.00,12.00,2.00,,"Margaret,alabama",-86.4749838,33.6862124
ALABAMA,alabama,McIntosh,228.00,10.00,0.00,0.00,0.00,10.00,22.00,7.00,15.00,0.00,,"McIntosh,alabama",-88.0313903,31.2662818
ALABAMA,alabama,Midfield,5310.00,47.00,0.00,2.00,20.00,25.00,281.00,103.00,150.00,28.00,,"Midfield,alabama",-86.9088808,33.4614965
ALABAMA,alabama,Midland City,2476.00,16.00,0.00,2.00,1.00,13.00,81.00,27.00,51.00,3.00,,"Midland City,alabama",-85.4938239,31.3190612
ALABAMA,alabama,Millbrook,15042.00,54.00,1.00,11.00,17.00,25.00,726.00,171.00,517.00,38.00,,"Millbrook,alabama",-86.3619163,32.4798575
ALABAMA,alabama,Mobile4,250557.00,1541.00,29.00,88.00,459.00,965.00,13011.00,3207.00,9123.00,681.00,,"Mobile4,alabama",-88.0398912,30.6953657
ALABAMA,alabama,Monroeville,6327.00,78.00,3.00,6.00,6.00,63.00,468.00,85.00,357.00,26.00,,"Monroeville,alabama",-87.3247077,31.5279399
ALABAMA,alabama,Montevallo,6503.00,15.00,0.00,4.00,3.00,8.00,219.00,54.00,156.00,9.00,,"Montevallo,alabama",-86.8641558,33.1006746
ALABAMA,alabama,Moody,12278.00,21.00,0.00,0.00,2.00,19.00,236.00,53.00,165.00,18.00,,"Moody,alabama",-86.4908168,33.5909365
ALABAMA,alabama,Morris,1897.00,5.00,0.00,2.00,1.00,2.00,32.00,10.00,20.00,2.00,,"Morris,alabama",-86.8086048,33.7481576
ALABAMA,alabama,Moulton,3397.00,5.00,0.00,3.00,1.00,1.00,82.00,33.00,46.00,3.00,,"Moulton,alabama",-87.2933533,34.4812062
ALABAMA,alabama,Moundville,2445.00,3.00,0.00,0.00,0.00,3.00,67.00,23.00,38.00,6.00,,"Moundville,alabama",-87.6300075,32.9976242
ALABAMA,alabama,Mountain Brook,20354.00,12.00,1.00,1.00,9.00,1.00,294.00,71.00,213.00,10.00,,"Mountain Brook,alabama",-86.7522107,33.5009384
ALABAMA,alabama,Mount Vernon,1561.00,28.00,0.00,3.00,2.00,23.00,98.00,35.00,53.00,10.00,,"Mount Vernon,alabama",-88.0133325,31.0851775
ALABAMA,alabama,Muscle Shoals,13431.00,58.00,0.00,5.00,18.00,35.00,693.00,109.00,539.00,45.00,,"Muscle Shoals,alabama",-87.6675292,34.7448112
ALABAMA,alabama,Napier Field,353.00,4.00,0.00,1.00,0.00,3.00,26.00,6.00,17.00,3.00,,"Napier Field,alabama",-85.4541013,31.3154506
ALABAMA,alabama,New Brockton,1166.00,5.00,0.00,0.00,0.00,5.00,39.00,18.00,20.00,1.00,,"New Brockton,alabama",-85.9293861,31.3857239
ALABAMA,alabama,New Hope,2799.00,17.00,0.00,1.00,0.00,16.00,52.00,15.00,30.00,7.00,,"New Hope,alabama",-86.3944307,34.5370339
ALABAMA,alabama,Newton,1509.00,3.00,0.00,0.00,0.00,3.00,36.00,9.00,26.00,1.00,,"Newton,alabama",-85.6052133,31.3351716
ALABAMA,alabama,Northport,24308.00,114.00,0.00,20.00,32.00,62.00,728.00,162.00,525.00,41.00,,"Northport,alabama",-87.5772293,33.229007
ALABAMA,alabama,Notasulga,906.00,7.00,0.00,0.00,0.00,7.00,36.00,19.00,13.00,4.00,,"Notasulga,alabama",-85.6724538,32.5606908
ALABAMA,alabama,Odenville,3642.00,21.00,0.00,3.00,0.00,18.00,63.00,19.00,37.00,7.00,,"Odenville,alabama",-86.396648,33.6773237
ALABAMA,alabama,Oneonta,6661.00,21.00,0.00,4.00,0.00,17.00,209.00,21.00,172.00,16.00,,"Oneonta,alabama",-86.472764,33.9481537
ALABAMA,alabama,Opelika,28302.00,165.00,3.00,13.00,37.00,112.00,1509.00,309.00,1146.00,54.00,,"Opelika,alabama",-85.3782795,32.6454116
ALABAMA,alabama,Owens Crossroads,1766.00,1.00,0.00,0.00,0.00,1.00,21.00,3.00,16.00,2.00,,"Owens Crossroads,alabama",-86.4588768,34.5881461
ALABAMA,alabama,Oxford,21261.00,62.00,2.00,7.00,8.00,45.00,1130.00,206.00,874.00,50.00,,"Oxford,alabama",-85.8349648,33.6142714
ALABAMA,alabama,Ozark,14897.00,86.00,0.00,14.00,17.00,55.00,878.00,160.00,686.00,32.00,,"Ozark,alabama",-85.640289,31.459017
ALABAMA,alabama,Pelham,22199.00,26.00,0.00,6.00,10.00,10.00,431.00,45.00,362.00,24.00,,"Pelham,alabama",-86.8099885,33.2856687
ALABAMA,alabama,Pell City,13263.00,66.00,1.00,4.00,10.00,51.00,554.00,80.00,443.00,31.00,,"Pell City,alabama",-86.2860888,33.5862149
ALABAMA,alabama,Phenix City,37266.00,211.00,5.00,23.00,46.00,137.00,2404.00,702.00,1432.00,270.00,,"Phenix City,alabama",-85.0007653,32.4709761
ALABAMA,alabama,Piedmont,4777.00,20.00,0.00,3.00,3.00,14.00,217.00,48.00,153.00,16.00,,"Piedmont,alabama",-85.6113501,33.9245454
ALABAMA,alabama,Pine Hill,945.00,6.00,0.00,1.00,1.00,4.00,15.00,6.00,9.00,0.00,,"Pine Hill,alabama",-87.5880561,31.9795943
ALABAMA,alabama,Pleasant Grove,10463.00,19.00,1.00,1.00,3.00,14.00,140.00,39.00,89.00,12.00,,"Pleasant Grove,alabama",-86.9702714,33.4909405
ALABAMA,alabama,Powell,955.00,8.00,0.00,0.00,1.00,7.00,28.00,10.00,14.00,4.00,,"Powell,alabama",-85.8946693,34.5338917
ALABAMA,alabama,Prattville,35154.00,86.00,2.00,24.00,30.00,30.00,1284.00,248.00,957.00,79.00,,"Prattville,alabama",-86.4596966,32.4640245
ALABAMA,alabama,Priceville,2878.00,6.00,0.00,4.00,0.00,2.00,27.00,10.00,16.00,1.00,,"Priceville,alabama",-86.8947271,34.5250932
ALABAMA,alabama,Prichard,22350.00,469.00,4.00,12.00,134.00,319.00,1507.00,607.00,687.00,213.00,0.00,"Prichard,alabama",-88.0788889,30.7387998
ALABAMA,alabama,Ragland,1662.00,5.00,0.00,0.00,1.00,4.00,30.00,13.00,17.00,0.00,,"Ragland,alabama",-86.1558079,33.7445442
ALABAMA,alabama,Rainbow City,9683.00,14.00,0.00,1.00,4.00,9.00,266.00,67.00,178.00,21.00,,"Rainbow City,alabama",-86.0419169,33.9548201
ALABAMA,alabama,Rainsville,4989.00,15.00,0.00,1.00,0.00,14.00,130.00,19.00,101.00,10.00,,"Rainsville,alabama",-85.8477494,34.4942536
ALABAMA,alabama,Red Bay,3151.00,10.00,0.00,2.00,0.00,8.00,46.00,14.00,31.00,1.00,,"Red Bay,alabama",-88.1408747,34.4398202
ALABAMA,alabama,Reform,1666.00,6.00,0.00,1.00,0.00,5.00,51.00,13.00,37.00,1.00,,"Reform,alabama",-88.0153008,33.378451
ALABAMA,alabama,Riverside,2269.00,8.00,0.00,1.00,0.00,7.00,90.00,20.00,65.00,5.00,,"Riverside,alabama",-86.2044198,33.6062145
ALABAMA,alabama,Robertsdale,5629.00,28.00,0.00,4.00,2.00,22.00,244.00,59.00,174.00,11.00,,"Robertsdale,alabama",-87.7119324,30.5538048
ALABAMA,alabama,Russellville,9844.00,42.00,2.00,9.00,5.00,26.00,345.00,81.00,244.00,20.00,,"Russellville,alabama",-87.7286431,34.5078726
ALABAMA,alabama,Samson,1940.00,19.00,1.00,1.00,2.00,15.00,107.00,22.00,81.00,4.00,,"Samson,alabama",-86.0460518,31.1129539
ALABAMA,alabama,Saraland,13505.00,37.00,0.00,7.00,6.00,24.00,586.00,67.00,487.00,32.00,,"Saraland,alabama",-88.0705556,30.820742
ALABAMA,alabama,Sardis City,1755.00,0.00,0.00,0.00,0.00,0.00,41.00,12.00,25.00,4.00,0.00,"Sardis City,alabama",-86.1227533,34.1742616
ALABAMA,alabama,Satsuma,6125.00,15.00,0.00,2.00,0.00,13.00,118.00,21.00,83.00,14.00,,"Satsuma,alabama",-88.0561106,30.853241
ALABAMA,alabama,Scottsboro,14791.00,64.00,0.00,5.00,4.00,55.00,605.00,117.00,464.00,24.00,,"Scottsboro,alabama",-86.0341463,34.6723069
ALABAMA,alabama,Selma,20094.00,245.00,3.00,16.00,42.00,184.00,1630.00,469.00,1058.00,103.00,,"Selma,alabama",-87.0211007,32.4073589
ALABAMA,alabama,Sheffield,9012.00,80.00,2.00,7.00,10.00,61.00,464.00,119.00,315.00,30.00,,"Sheffield,alabama",-87.6986407,34.7650887
ALABAMA,alabama,Silverhill,736.00,0.00,0.00,0.00,0.00,0.00,41.00,7.00,32.00,2.00,,"Silverhill,alabama",-87.7516559,30.5454715
ALABAMA,alabama,Slocomb,1993.00,4.00,0.00,0.00,0.00,4.00,41.00,15.00,25.00,1.00,,"Slocomb,alabama",-85.594378,31.1082335
ALABAMA,alabama,Snead,845.00,3.00,0.00,1.00,0.00,2.00,55.00,16.00,33.00,6.00,,"Snead,alabama",-86.3955398,34.1195406
ALABAMA,alabama,Southside,8513.00,10.00,0.00,5.00,0.00,5.00,156.00,46.00,101.00,9.00,,"Southside,alabama",-86.0224718,33.9245425
ALABAMA,alabama,Springville,4175.00,5.00,0.00,1.00,1.00,3.00,110.00,23.00,82.00,5.00,,"Springville,alabama",-86.4716512,33.7750997
